TimeStep PE_total KE_total ETOT
# Fix print output for fix energy_init
0 -231110.648097497 8.05567130683244 -231102.59242619
# Fix print output for fix energy_out
428000 -231112.499254931 7.89316736042726 -231104.606087571
429000 -231112.571820759 7.98095306603999 -231104.590867693
430000 -231112.511593864 7.92182934385731 -231104.58976452
431000 -231112.482175483 7.87888696009152 -231104.603288523
432000 -231112.384759562 7.79603445546992 -231104.588725107
433000 -231112.283410963 7.74124445087692 -231104.542166512
434000 -231112.27539778 7.8117999969653 -231104.463597783
435000 -231112.505827866 8.06795466586472 -231104.4378732
436000 -231112.656363736 8.17339594038762 -231104.482967796
437000 -231112.660328345 8.09619857974499 -231104.564129765
438000 -231112.590361042 7.97035823856217 -231104.620002803
439000 -231112.477932113 7.84048415829249 -231104.637447955
440000 -231112.311431927 7.69623444554315 -231104.615197481
441000 -231112.307079852 7.75199247866786 -231104.555087373
442000 -231112.268959495 7.77562285285126 -231104.493336642
443000 -231112.325113537 7.87203231107735 -231104.453081226
444000 -231112.263796275 7.83969161449971 -231104.42410466
445000 -231112.172136741 7.78060100648225 -231104.391535734
446000 -231112.191346784 7.85107630811886 -231104.340270476
447000 -231112.268989362 7.97723646274454 -231104.291752899
448000 -231112.271185997 7.99468144995345 -231104.276504547
449000 -231112.327514514 8.03856930208343 -231104.288945212
450000 -231112.297414781 7.96428840934886 -231104.333126372
451000 -231112.245271203 7.88222725435631 -231104.363043949
452000 -231112.241004171 7.86690281586264 -231104.374101355
453000 -231112.176205777 7.80874971855768 -231104.367456058
454000 -231112.172356664 7.85010718623074 -231104.322249478
455000 -231112.269776065 7.96858814530461 -231104.30118792
456000 -231112.285812358 7.98081378240561 -231104.304998576
457000 -231112.310986596 7.97641537517066 -231104.334571221
458000 -231112.282986279 7.91077933413932 -231104.372206945
459000 -231112.138052896 7.76152209453623 -231104.376530801
460000 -231112.147698886 7.7883379532124 -231104.359360933
461000 -231112.118548131 7.7852457097631 -231104.333302421
462000 -231112.10111491 7.80942629143483 -231104.291688619
463000 -231112.102153577 7.85609679791427 -231104.246056779
464000 -231112.043932675 7.84485269179549 -231104.199079983
465000 -231112.017533659 7.86002054430335 -231104.157513115
466000 -231112.000393829 7.86239171117472 -231104.138002118
467000 -231111.902086856 7.77731236546505 -231104.124774491
468000 -231112.09325153 7.99218056057597 -231104.101070969
469000 -231112.042905549 7.9400202892382 -231104.10288526
470000 -231111.962407157 7.84819596567435 -231104.114211191
471000 -231111.961687176 7.8512948992019 -231104.110392277
472000 -231111.961907741 7.87823596657621 -231104.083671774
473000 -231111.929278105 7.88240135770673 -231104.046876747
474000 -231111.944080712 7.91710918545508 -231104.026971527
475000 -231112.041654536 7.99399247603936 -231104.04766206
476000 -231112.083094842 8.00138136604244 -231104.081713476
477000 -231111.998903092 7.87826258984266 -231104.120640502
478000 -231111.979741874 7.84487821983519 -231104.134863654
479000 -231112.044285612 7.92322208017069 -231104.121063532
480000 -231111.942321138 7.83990091051647 -231104.102420227
481000 -231111.908878657 7.82911100671078 -231104.07976765
482000 -231111.932389918 7.8768786180491 -231104.0555113
483000 -231111.831314351 7.79610829271154 -231104.035206058
484000 -231111.715406195 7.72388100570373 -231103.991525189
485000 -231111.493082269 7.59515481135961 -231103.897927458
486000 -231111.586799623 7.7741436363562 -231103.812655987
487000 -231111.70235466 7.94743068432669 -231103.754923976
488000 -231111.844197522 8.09104081785596 -231103.753156704
489000 -231111.897059974 8.09274696690304 -231103.804313007
490000 -231111.846948664 7.98620322643544 -231103.860745438
491000 -231111.778262804 7.88683355650743 -231103.891429247
492000 -231111.611093349 7.7228567659894 -231103.888236583
493000 -231111.668443733 7.82647540378852 -231103.841968329
494000 -231111.7444105 7.94205594971965 -231103.80235455
495000 -231111.784529235 7.96933374505723 -231103.81519549
496000 -231111.928416552 8.07455438983738 -231103.853862162
497000 -231111.74524781 7.85319568514294 -231103.892052125
498000 -231111.63600925 7.74877139490834 -231103.887237855
499000 -231111.671878683 7.83359768544921 -231103.838280998
500000 -231111.711105929 7.91461019240516 -231103.796495737
501000 -231111.597307545 7.82113023424477 -231103.776177311
